timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,warning
413152711,11.7424,11.2765,10.2176,9.37917,169.755,0.820188,1.03167,3,1,0
413452748,11.8408,11.2976,10.1432,9.62157,170.587,0.833233,1.02931,3,1,0
413754434,11.6276,11.259,10.168,9.72435,171.413,0.817203,1.03221,3,1,0
414055149,11.5866,11.2462,10.0192,9.77853,172.237,0.812941,1.03299,3,1,0
414355159,11.5784,11.22,10.1184,9.85961,173.069,0.801886,1.03501,3,1,0
414656757,11.6276,11.2549,10.7508,9.98172,173.92,0.819585,1.03178,3,1,0
414956693,11.8162,11.2677,10.5276,9.99867,174.755,0.826558,1.03052,3,1,0
415258300,11.5702,11.2596,10.044,9.99968,175.594,0.823363,1.0311,3,1,0
415558293,11.6194,11.1928,10.0688,9.90557,176.409,0.792067,1.03681,3,1,0
415859890,11.4964,11.2018,10.0688,9.95146,177.249,0.796758,1.03595,3,1,0
416161537,11.6112,11.1871,10.168,9.96481,178.087,0.790044,1.03718,3,1,0
416461536,11.8244,11.1634,10.788,9.92492,178.907,0.779046,1.0392,3,1,0
416763214,11.0618,11.1446,9.8952,9.89487,179.735,0.770247,1.04083,3,1,0
417063128,10.7666,11.1178,9.5604,9.83368,180.547,0.757632,1.04317,3,1,0
417364733,10.2008,11.1475,9.1016,9.92523,181.392,0.771922,1.04052,3,1,0
417666335,11.0044,11.1797,9.8952,9.97503,182.234,0.787308,1.03768,3,1,0
417966293,9.5612,11.1024,8.6676,9.81186,183.032,0.750571,1.04448,3,1,0
418267918,10.2172,11.0712,9.052,9.80281,183.85,0.735759,1.04725,3,1,0
418567918,9.9876,11.073,8.804,9.77642,184.663,0.736657,1.04708,3,1,0
418869558,10.3484,11.0788,9.92,9.802,185.487,0.739437,1.04656,3,1,0
419170365,10.2992,11.0823,9.6844,9.81508,186.31,0.741147,1.04624,3,1,0
419470329,10.2418,11.0035,9.7216,9.76878,187.117,0.703658,1.05329,3,1,0
419770446,10.6026,10.962,9.9696,9.78355,187.933,0.683875,1.05705,3,1,0
420071957,11.7096,10.9867,9.0768,9.8017,188.758,0.695412,1.05486,3,1,0
420373518,11.5128,11.0394,8.0104,9.00003,189.409,0.717374,1.0507,3,1,0
420673607,11.8244,11.1245,8.3576,8.64827,190.084,0.755423,1.04358,3,1,0
420975120,11.6276,11.1239,8.37,8.30602,190.737,0.753192,1.04399,3,1,0
421275151,11.726,11.075,8.2088,8.05432,191.376,0.728441,1.04862,3,1,0
421576696,11.6932,11.1011,8.4444,7.99735,192.038,0.739681,1.04651,3,1,0
